No,Player,G,Min,Pts,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,Fgm-a,Pct,3gm-a,Pct,Ftm-a,Pct,eff
117,E. Payton,73,29.4,10.7,3.6,6.4,1.2,0.3,2.4,2.2,2.5,1.1,4.4-10.0,0.436,0.4-1.3,0.326,1.5-2.6,0.589,13
118,E. Davis,81,20.8,6.5,7.4,1.1,0.7,0.9,0.8,2.5,4.6,2.8,2.5-4.2,0.611,0.0-0.0,-,1.4-2.5,0.559,13
119,J. Noah,29,21.9,4.3,8.8,3.8,0.6,1,1.8,2.7,5.8,3,1.8-4.6,0.383,0.0-0.0,-,0.8-1.6,0.489,13
120,S. Adams,80,25.2,8,6.6,0.8,0.5,1.1,1.1,2.8,3.9,2.7,3.3-5.3,0.613,0.0-0.0,-,1.4-2.5,0.582,12.9
121,A. Bradley,76,33.4,15.2,2.9,2.1,1.5,0.3,1.4,2.2,2.3,0.6,6.0-13.4,0.448,1.9-5.3,0.362,1.3-1.6,0.78,12.8
122,N. Mirotic,66,24.9,11.8,5.5,1.5,0.9,0.7,1.5,2.3,4.6,0.9,3.8-9.2,0.407,2.0-5.2,0.39,2.2-2.7,0.807,12.8
123,L. Williams,67,28.5,15.3,2.5,2.5,0.9,0.3,1.6,1.6,2.1,0.5,4.2-10.4,0.407,1.6-4.8,0.343,5.3-6.3,0.83,12.8
124,M. Beasley,20,18.1,12.8,4.9,0.8,0.6,0.5,1.2,2,3.5,1.5,5.4-10.3,0.522,0.2-0.5,0.333,1.9-2.5,0.776,12.8
125,J. Redick,75,28,16.3,1.9,1.4,0.6,0.1,1.1,1.8,1.7,0.1,5.6-11.7,0.48,2.7-5.6,0.476,2.4-2.7,0.888,12.8
126,R. Hood,79,32.2,14.5,3.4,2.7,0.9,0.2,1.6,2.6,2.9,0.5,5.2-12.3,0.42,2.0-5.7,0.359,2.2-2.5,0.86,12.7
127,H. Barnes,66,30.9,11.7,4.9,1.8,0.6,0.2,0.9,2.1,3.8,1.2,4.5-9.6,0.466,1.2-3.2,0.383,1.5-2.0,0.761,12.7
128,K. Caldwell-Pope,76,36.7,14.5,3.7,1.8,1.4,0.2,1.4,2.2,2.8,0.9,5.3-12.6,0.42,1.5-4.8,0.31,2.4-3.0,0.811,12.5
129,E. Gordon,45,32.9,15.2,2.2,2.7,1,0.3,1.6,2.2,2,0.2,5.1-12.2,0.419,2.5-6.5,0.386,2.5-2.8,0.888,12.4
130,A. Aminu,82,28.5,10.2,6.1,1.7,0.9,0.6,1.5,2.1,4.9,1.2,3.6-8.8,0.416,1.5-4.3,0.361,1.4-1.9,0.737,12.4
131,J. Johnson,81,33.4,12.2,3.6,3.9,0.8,0,2,1.8,3,0.6,4.7-10.6,0.439,1.5-3.9,0.383,1.5-1.8,0.831,12.4
132,M. Turner,60,22.8,10.3,5.5,0.7,0.4,1.4,1.1,2.6,4.4,1.1,4.4-8.8,0.498,0.1-0.2,0.231,1.5-2.0,0.727,12.3
133,B. Biyombo,82,22,5.5,8,0.4,0.2,1.6,0.9,2.7,5.8,2.2,1.9-3.5,0.542,0.0-0.0,-,1.7-2.8,0.628,12.2
134,P. Beverley,71,28.7,9.9,3.5,3.4,1.3,0.4,1.3,3.3,2.5,1,3.6-8.4,0.434,1.7-4.4,0.4,0.8-1.2,0.682,12.1
135,Z. LaVine,82,28,14,2.8,3.1,0.8,0.2,1.9,2.4,2.5,0.3,5.3-11.7,0.451,1.5-3.9,0.389,2.0-2.5,0.793,12.1
136,J. Hamilton,11,27.6,11.4,5.6,2.3,0.7,0.3,1.5,2.2,4.5,1.1,4.5-10.5,0.422,1.2-4.1,0.289,1.3-1.9,0.667,12
137,A. Len,78,23.3,9,7.6,1.2,0.5,0.8,1.9,2.9,5.3,2.3,3.4-8.0,0.424,0.0-0.1,0.143,2.2-3.1,0.728,11.9
138,P. Tucker,82,31,8,6.2,2.2,1.3,0.2,1.4,2.5,4.2,2,2.9-7.1,0.411,0.8-2.5,0.33,1.3-1.7,0.746,11.9
139,M. Barnes,76,28.8,10,5.5,2.1,1,0.8,1.6,3.1,4.4,1.1,3.5-9.1,0.381,1.6-4.9,0.322,1.5-1.8,0.804,11.8
140,J. Hill,73,20.7,8.8,6.2,1.2,0.5,0.5,1.3,2.1,4,2.1,3.8-7.5,0.507,0.0-0.0,-,1.2-1.7,0.712,11.8
141,G. Harris,76,32.1,12.3,2.9,1.9,1.3,0.2,1.3,1.9,2.2,0.7,4.7-10.1,0.469,1.4-3.9,0.354,1.4-1.8,0.82,11.7
142,K. Bryant,66,28.2,17.6,3.7,2.8,0.9,0.2,2,1.7,3.1,0.6,6.0-16.8,0.358,2.0-7.1,0.285,3.5-4.3,0.826,11.7
143,Markieff Morris,64,25.5,12,5.5,1.9,0.9,0.5,2.1,2.9,4.4,1.1,4.8-11.2,0.425,0.7-2.4,0.303,1.7-2.3,0.735,11.7
144,M. Chalmers,61,22.5,10.3,2.6,3.8,1.4,0.2,1.8,3,2.2,0.4,3.0-7.3,0.41,0.8-2.4,0.309,3.6-4.3,0.832,11.5
145,C. Capela,77,19.1,7,6.4,0.6,0.8,1.2,0.8,2.5,3.9,2.5,3.0-5.2,0.582,0.0-0.0,-,1.0-2.7,0.379,11.4
146,A. Afflalo,71,33.3,12.8,3.7,2,0.4,0.1,1.2,2,3.4,0.3,5.0-11.3,0.443,1.3-3.4,0.382,1.5-1.8,0.84,11.4
147,D. Lee,55,16.4,7.8,5.5,1.5,0.4,0.5,1.2,2.1,3.7,1.8,3.2-6.1,0.531,0.0-0.0,-,1.3-1.7,0.763,11.3
148,A. Iguodala,65,26.6,7,4,3.4,1.1,0.3,1.2,1.6,3.2,0.8,2.7-5.7,0.478,0.8-2.4,0.351,0.8-1.3,0.614,11.2
149,E. Ilyasova,74,25.4,10.4,5.4,0.9,0.7,0.4,1,2.3,3.5,1.9,3.8-8.9,0.424,1.3-3.5,0.372,1.5-2.1,0.721,11.2
150,N. Hilario,57,19.2,9.2,4.5,1.7,0.9,0.5,1.3,2.7,3.6,0.9,3.7-6.7,0.544,0.0-0.1,-,1.9-3.2,0.578,11.1
151,D. Russell,80,28.2,13.2,3.4,3.3,1.2,0.2,2.5,1.8,2.8,0.6,4.9-11.9,0.41,1.6-4.6,0.354,1.8-2.4,0.737,11.1
152,J. Lin,78,26.3,11.7,3.2,3,0.8,0.5,1.9,2.1,2.7,0.5,3.8-9.3,0.412,1.0-2.9,0.336,3.1-3.7,0.815,11.1
153,J. Grant,77,26.8,9.7,4.7,1.7,0.7,1.6,1.4,2.8,3.4,1.3,3.3-7.8,0.419,0.5-1.9,0.24,2.8-4.2,0.658,11.1
154,J. Calderon,72,28,7.6,3.2,4.1,0.9,0.1,1.2,1.9,2.9,0.3,2.9-6.3,0.459,1.2-2.8,0.414,0.6-0.7,0.875,11.1
155,J. Green,80,28.2,11.7,4.2,1.7,0.7,0.5,1.2,2.1,3.2,0.9,4.4-10.3,0.43,0.8-2.7,0.315,2.1-2.8,0.745,11.1
156,W. Cauley-Stein,66,21.4,7,5.3,0.6,0.7,1,0.7,2.2,3.3,2,2.9-5.1,0.563,0.0-0.0,-,1.2-1.9,0.648,11
157,J. Leuer,67,18.7,8.5,5.6,1.1,0.6,0.4,1.1,1.9,4.4,1.1,3.3-7.0,0.481,0.6-1.6,0.382,1.1-1.5,0.762,11
158,K. Olynyk,69,20.2,10,4.1,1.5,0.8,0.5,1.1,2.4,3,1,3.7-8.1,0.455,1.2-3.0,0.405,1.4-1.9,0.75,10.9
159,C. Landry,36,15.8,9.8,4.1,0.9,0.3,0.3,0.6,1.9,2.7,1.4,3.9-6.9,0.556,0.2-0.4,0.462,1.9-2.5,0.736,10.9
160,J. Bayless,52,28.9,10.4,2.7,3.1,0.9,0.2,1.4,2.1,2.3,0.4,3.6-8.4,0.423,1.9-4.4,0.439,1.3-1.7,0.778,10.8
161,B. Bass,66,20.3,7.2,4.3,1.1,0.5,0.8,0.6,1.9,2.7,1.6,2.6-4.8,0.549,0.0-0.0,-,1.9-2.2,0.845,10.8
162,W. Matthews,78,33.9,12.5,3.1,1.9,1,0.2,1,2.3,2.7,0.3,4.2-10.9,0.388,2.4-6.7,0.36,1.6-1.9,0.863,10.8
163,J. Smith,77,30.7,12.4,2.8,1.7,1.1,0.3,0.8,2.6,2.3,0.6,4.6-11.0,0.416,2.6-6.6,0.4,0.6-0.9,0.634,10.7
164,M. Teletovic,79,21.3,12.2,3.8,1.1,0.4,0.3,1.1,2,3.1,0.7,4.2-9.8,0.427,2.3-5.8,0.393,1.5-2.0,0.774,10.7
165,M. Smart,61,27.3,9.1,4.2,3,1.5,0.3,1.3,3,2.9,1.2,3.0-8.7,0.348,1.0-4.0,0.253,2.1-2.7,0.777,10.6
166,D. Booker,76,27.7,13.8,2.5,2.6,0.6,0.3,2.1,3,2.1,0.4,4.8-11.4,0.423,1.3-3.8,0.343,2.8-3.4,0.84,10.5
167,D. West,78,18,7.1,4,1.8,0.6,0.7,0.9,1.8,3,0.9,3.1-5.7,0.545,0.0-0.1,0.429,0.8-1.0,0.788,10.5
168,D. Schroder,80,20.3,11,2.6,4.4,0.9,0.1,2.3,1.7,2.3,0.3,4.1-9.8,0.421,1.0-3.0,0.322,1.8-2.3,0.791,10.5
169,E. Mudiay,68,30.4,12.8,3.4,5.5,1,0.5,3.2,2.1,2.9,0.5,4.8-13.3,0.364,1.1-3.4,0.319,2.1-3.1,0.67,10.5
170,T. Warren,47,22.8,11,3.1,0.9,0.8,0.3,0.7,2,1.9,1.2,4.7-9.4,0.501,0.6-1.5,0.4,1.0-1.4,0.703,10.4
171,A. Burks,31,25.7,13.3,3.5,2,0.6,0.1,1.6,2.3,3,0.5,4.4-10.8,0.41,1.0-2.5,0.405,3.4-4.5,0.752,10.4
172,R. Hollis-Jefferson,29,21.2,5.8,5.3,1.5,1.3,0.6,0.9,2.1,4,1.3,2.2-4.8,0.457,0.1-0.5,0.286,1.3-1.8,0.712,10.4
173,F. Ezeli,46,16.7,7,5.7,0.7,0.4,1.1,0.8,2,3.6,2,2.7-5.0,0.548,0.0-0.0,-,1.5-2.9,0.53,10.4
174,R. Felton,80,27.4,9.5,3.2,3.6,0.9,0.2,1.5,1.8,2.8,0.5,3.5-8.5,0.406,0.8-2.7,0.282,1.9-2.2,0.847,10.4
175,D. Carroll,26,30.2,11,4.7,1,1.7,0.2,1.1,2.4,3.5,1.2,4.0-10.4,0.389,1.8-4.5,0.39,1.2-1.9,0.6,10.3
176,J. Barea,74,22.5,10.9,2.1,4.1,0.4,0,1.5,1.5,1.7,0.4,4.3-9.6,0.446,1.4-3.5,0.386,1.0-1.3,0.771,10.3
177,J. Crawford,79,26.9,14.2,1.8,2.3,0.7,0.2,1.4,1.5,1.6,0.3,4.8-11.9,0.403,1.5-4.4,0.339,3.1-3.4,0.904,10.3
178,M. Ginobili,58,19.6,9.6,2.5,3.1,1.1,0.2,1.7,1.7,2.1,0.4,3.4-7.5,0.453,1.2-3.1,0.391,1.6-1.9,0.813,10.3
179,J. Dudley,81,25.9,7.9,3.5,2.1,0.9,0.2,1,2.3,2.9,0.7,2.9-6.0,0.478,1.2-3.0,0.418,0.9-1.2,0.735,10.2
180,N. Cole,45,26.6,10.6,3.4,3.7,0.8,0.1,1.7,2.3,3.1,0.2,4.4-10.8,0.404,0.7-2.3,0.32,1.2-1.4,0.8,10.2
181,T. Allen,64,25.3,8.4,4.6,1.1,1.7,0.3,1.2,2.7,3,1.6,3.4-7.3,0.458,0.2-0.7,0.357,1.4-2.2,0.652,10.1
182,J. Lauvergne,59,17.6,7.9,4.9,0.9,0.2,0.3,0.9,1.9,3.6,1.3,3.3-6.4,0.513,0.2-0.9,0.245,1.1-1.2,0.899,10.1
183,K. Korver,80,30.1,9.2,3.2,2.1,0.8,0.4,1.2,2,3.1,0.2,3.4-7.7,0.436,2.0-5.0,0.397,0.6-0.7,0.833,10.1
184,K. Koufos,78,19,6.8,5.4,0.4,0.5,0.9,0.6,2.4,3.3,2.2,3.0-5.7,0.53,0.0-0.0,-,0.7-1.3,0.548,10.1
185,C. Aldrich,60,13.3,5.5,4.8,0.8,0.8,1.1,1.1,2.3,3.4,1.4,2.2-3.8,0.596,0.0-0.0,-,1.0-1.4,0.714,10
186,M. Leonard,61,21.8,8.3,5.1,1.5,0.1,0.3,1.3,3,4.3,0.8,3.2-7.1,0.447,1.4-3.7,0.377,0.6-0.8,0.761,10
187,T. McConnell,81,19.8,6.1,3.1,4.5,1.2,0.1,1.7,1.4,2.6,0.5,2.7-5.7,0.47,0.4-1.1,0.348,0.3-0.5,0.634,10
188,T. Sefolosha,75,23.4,6.4,4.4,1.4,1.1,0.5,0.9,1.5,3.7,0.7,2.5-5.0,0.503,0.6-1.7,0.336,0.8-1.3,0.626,10
189,T. Johnson,36,24,8.7,3.1,2.2,0.7,0.4,1.3,1.8,2.3,0.8,3.3-6.7,0.488,0.8-1.9,0.386,1.4-1.8,0.797,9.9
190,T. Booker,79,20.7,5.9,5.7,1.1,0.7,0.5,1,2.1,3.6,2.1,2.4-4.9,0.49,0.2-0.5,0.293,0.9-1.3,0.67,9.9
191,R. Sessions,82,20.3,9.9,2.5,2.9,0.6,0.1,1.4,1.2,2.2,0.3,3.4-7.2,0.473,0.4-1.4,0.324,2.6-3.5,0.756,9.9
192,J. Henson,57,16.8,7,3.9,0.9,0.3,1.9,1.1,2.3,2.4,1.5,2.9-5.1,0.564,0.0-0.0,-,1.2-2.1,0.59,9.8
193,L. Scola,76,21.5,8.7,4.7,0.9,0.6,0.4,0.9,2.3,3.6,1.1,3.5-7.9,0.45,0.9-2.1,0.404,0.8-1.1,0.726,9.8
194,C. Lee,79,29.6,9.6,2.6,1.7,1.1,0.4,0.9,1.7,2.2,0.4,3.7-8.1,0.454,1.0-2.7,0.378,1.3-1.5,0.839,9.8
195,D. Sloan,61,21.6,7,2.8,4.4,0.5,0.1,1.3,1.2,2.6,0.3,2.5-5.7,0.44,0.6-1.6,0.384,1.3-1.7,0.75,9.8
196,J. Nurkic,32,17.1,8.2,5.4,1.3,0.8,1.4,1.7,2.8,3.4,2,3.2-7.6,0.417,0.0-0.1,-,1.9-3.1,0.616,9.7
197,A. Crabbe,81,26,10.3,2.7,1.2,0.8,0.2,0.8,2.4,2.3,0.3,3.9-8.4,0.46,1.4-3.5,0.394,1.2-1.4,0.867,9.7
198,R. Hibbert,81,23.2,5.9,4.9,1.2,0.4,1.4,0.9,3.1,3.3,1.6,2.2-5.1,0.443,0.0-0.0,-,1.4-1.8,0.807,9.7
199,D. Arthur,70,21.7,7.5,4.2,1.4,0.8,0.7,0.9,2.6,3,1.2,3.2-7.0,0.452,0.6-1.7,0.385,0.6-0.8,0.755,9.6
200,S. Larkin,78,22.4,7.3,2.3,4.4,1.2,0.2,1.9,1.6,1.9,0.4,2.8-6.4,0.441,0.5-1.4,0.358,1.1-1.4,0.776,9.6
201,J. Lamb,66,18.6,8.8,3.8,1.2,0.6,0.5,0.8,1.6,3.1,0.7,3.5-7.7,0.451,0.8-2.7,0.309,1.0-1.3,0.727,9.5
202,H. Sims,14,18.8,6.5,5.1,0.6,0.6,0.9,0.9,2.6,3.6,1.5,2.4-5.5,0.429,0.0-0.1,-,1.8-2.1,0.833,9.5
203,B. Wright,12,17.7,6.9,3.6,0.5,0.4,1.3,0.8,1.8,2.4,1.2,2.9-4.3,0.673,0.0-0.0,-,1.1-2.0,0.542,9.5
204,J. Nelson,39,26.6,7.7,2.9,4.9,0.6,0.1,1.7,2.6,2.5,0.5,2.9-7.9,0.368,1.1-3.7,0.299,0.8-0.9,0.857,9.5
205,C. Joseph,80,25.6,8.5,2.6,3.1,0.8,0.3,1.3,1.6,2.2,0.5,3.2-7.3,0.439,0.4-1.4,0.273,1.7-2.2,0.764,9.4
206,L. Galloway,82,24.8,7.6,3.5,2.5,0.9,0.3,0.7,2.2,3,0.5,2.8-7.2,0.393,0.9-2.7,0.344,1.0-1.4,0.754,9.4
207,J. Farmar,12,24.3,9.2,2.1,3.1,1.3,0.2,1.5,1.8,1.8,0.3,3.5-8.3,0.42,1.3-3.8,0.356,0.8-0.8,1,9.4
208,T. Douglas,61,20.7,8.7,2.3,2.5,1.1,0.1,1,2.1,1.9,0.4,3.0-7.3,0.413,1.3-3.3,0.399,1.4-1.6,0.848,9.3
209,C. Miles,64,22.9,11.8,2.7,1,0.8,0.5,1.1,2.2,2.3,0.4,4.0-9.9,0.409,2.2-6.0,0.367,1.5-1.9,0.75,9.3
210,L. Nance,63,20.1,5.5,5,0.7,0.9,0.4,0.7,2,3.3,1.6,2.5-4.8,0.527,0.0-0.2,0.1,0.5-0.7,0.681,9.3
211,T. Jones,50,20.9,8.7,4.2,0.8,0.5,0.8,1,1.7,3,1.2,3.3-7.3,0.452,0.5-1.6,0.316,1.5-2.3,0.664,9.2
212,J. Green,78,18.5,7.4,4.8,0.9,0.6,0.4,1.1,2.4,3,1.8,2.9-6.3,0.465,0.2-0.6,0.333,1.3-1.8,0.752,9.2
213,J. Winslow,78,28.6,6.5,5.2,1.5,0.9,0.3,1.2,2.4,4.1,1,2.5-5.9,0.423,0.4-1.5,0.276,1.0-1.5,0.684,9.2
214,D. Green,79,26.1,7.2,3.8,1.8,1,0.8,0.9,1.8,3.2,0.6,2.7-7.1,0.376,1.5-4.4,0.332,0.4-0.6,0.739,9.1
215,M. Dellavedova,76,24.6,7.5,2.1,4.4,0.6,0.1,1.5,2.3,1.7,0.4,2.7-6.7,0.405,1.3-3.1,0.41,0.8-0.9,0.864,9.1
216,S. Livingston,78,19.5,6.3,2.2,3.1,0.7,0.3,1,1.8,1.6,0.5,2.6-4.9,0.536,0.0-0.2,0.167,1.0-1.2,0.86,9.1
217,L. Allen,79,20.2,5.4,5.4,1,0.3,0.5,0.9,1.9,3.3,2.1,2.4-4.7,0.516,0.0-0.0,-,0.6-0.9,0.63,9.1
218,D. Williams,80,18,9.3,3.7,0.9,0.4,0.1,0.8,0.9,3.1,0.6,3.2-7.1,0.45,0.6-1.9,0.293,2.4-3.2,0.758,9
219,B. Bogdanovic,79,26.8,11.2,3.2,1.3,0.4,0.1,1.5,1.5,2.8,0.5,4.1-9.5,0.433,1.6-4.3,0.383,1.4-1.7,0.833,9
220,A. Baynes,81,15.2,6.3,4.7,0.6,0.3,0.6,0.8,1.9,3,1.7,2.4-4.7,0.505,0.0-0.0,-,1.6-2.0,0.764,9
221,B. Portis,62,17.8,7,5.4,0.8,0.4,0.4,0.9,1.6,3.5,2,3.0-7.0,0.428,0.3-0.8,0.308,0.8-1.1,0.727,8.9
222,L. Stephenson,69,19.9,8.3,3.2,1.9,0.6,0.1,1.4,2,2.7,0.6,3.3-6.9,0.481,0.4-1.1,0.385,1.3-1.6,0.784,8.9
223,P. Patterson,79,25.6,6.9,4.3,1.2,0.7,0.4,0.8,1.6,3.3,1,2.6-6.2,0.414,1.3-3.7,0.362,0.4-0.4,0.853,8.9
224,S. Muhammad,82,20.5,10.5,3.3,0.6,0.3,0.1,0.9,1.1,2,1.2,3.9-8.3,0.465,0.5-1.9,0.289,2.3-3.0,0.764,8.8
225,S. Mack,52,20.5,8.6,2.5,3.6,0.7,0.1,1.8,1.4,2.2,0.3,3.5-8.0,0.439,0.8-2.4,0.315,0.9-1.2,0.738,8.8
226,F. Kaminsky,81,21.1,7.5,4.1,1.2,0.5,0.5,0.7,1.6,3.3,0.9,2.7-6.5,0.41,0.8-2.5,0.337,1.3-1.8,0.73,8.8
227,T. Mozgov,76,17.4,6.3,4.4,0.4,0.3,0.8,0.9,2.1,3,1.4,2.7-4.7,0.565,0.0-0.1,0.143,0.9-1.3,0.716,8.8
228,H. Thompson,77,28,9.8,3.6,1.3,0.5,0.3,1,2.4,2.8,0.7,3.5-8.8,0.396,1.9-5.1,0.379,0.9-1.2,0.719,8.8
229,R. Stuckey,58,22,8.9,2.7,2.4,0.7,0.1,1.3,1.3,2.4,0.3,3.2-7.7,0.412,0.3-1.4,0.241,2.3-2.7,0.829,8.7
230,P. Mills,81,20.5,8.5,2,2.8,0.7,0.1,0.9,1.3,1.6,0.3,3.2-7.6,0.425,1.5-4.0,0.384,0.6-0.7,0.81,8.6
231,T. Ross,73,23.9,9.9,2.5,0.8,0.7,0.3,0.6,1.6,2.2,0.3,3.7-8.6,0.431,1.8-4.6,0.388,0.7-0.8,0.79,8.6
232,S. Hawes,57,18.2,6,4.3,1.9,0.4,0.5,1,1.9,3.4,0.9,2.2-5.4,0.405,0.7-1.8,0.373,0.9-1.1,0.831,8.6
233,A. Stoudemire,52,14.7,5.8,4.3,0.5,0.4,0.8,0.9,1.8,3,1.3,2.4-4.3,0.566,0.0-0.0,-,1.0-1.3,0.746,8.6
234,B. Diaw,76,18.2,6.4,3.1,2.3,0.3,0.3,1.3,1.3,2.3,0.8,2.7-5.0,0.527,0.3-0.9,0.362,0.7-1.0,0.737,8.4
