No,Player,G,Min,Pts,Reb,Ast,Stl,Blk,To,Pf,Dreb,Oreb,Fgm-a,Pct,3gm-a,Pct,Ftm-a,Pct,eff
354,J. Ingles,81,15.3,4.2,1.9,1.2,0.7,0,0.8,1.2,1.6,0.2,1.5-3.6,0.426,1.0-2.6,0.386,0.2-0.2,0.722,5.1
355,P. Prigioni,59,13.9,2.5,1.9,2.2,0.9,0,0.8,1.4,1.3,0.6,0.9-2.5,0.374,0.5-1.6,0.295,0.1-0.1,0.875,5.1
356,J. Anderson,55,11.8,3.8,2.4,0.5,0.3,0.5,0.4,0.8,2.1,0.3,1.3-3.2,0.403,0.4-1.5,0.265,0.8-1.0,0.8,5
357,C. Budinger,66,14.1,4.1,2.3,1,0.5,0.2,0.7,0.9,1.6,0.7,1.6-3.6,0.435,0.4-1.3,0.279,0.6-0.8,0.696,5
358,R. Christmas,1,6.1,4,1,0,0,0,0,1,0,1,2.0-2.0,1,0.0-0.0,-,0.0-0.0,-,5
359,C. Hayes,2,11.9,2,4,1,0,0,1.5,3,4,0,0.5-1.0,0.5,0.0-0.0,-,1.0-1.0,1,5
360,M. World Peace,35,16.9,5,2.5,0.8,0.6,0.3,0.4,1.9,2,0.5,1.6-5.1,0.311,0.7-2.4,0.31,1.1-1.6,0.702,4.9
361,N. Young,54,19.1,7.3,1.8,0.6,0.4,0.1,0.6,0.9,1.5,0.3,2.3-6.9,0.339,1.4-4.4,0.325,1.2-1.4,0.829,4.9
362,P. Pressey,23,12.3,3.3,1.3,3.2,0.8,0.2,1.4,1.2,1.2,0.1,1.3-3.3,0.39,0.2-0.7,0.235,0.6-1.1,0.52,4.9
363,K. Seraphin,48,11,3.9,2.6,1,0.2,0.8,0.9,1.4,2,0.6,1.8-4.3,0.41,0.0-0.0,-,0.4-0.5,0.826,4.9
364,K. Perkins,37,14.7,2.5,3.5,0.8,0.3,0.3,1.1,1.7,2.8,0.7,1.1-2.0,0.533,0.0-0.0,-,0.3-0.7,0.44,4.9
365,T. Daniels,43,11.1,5.6,1.3,0.5,0.3,0.1,0.6,0.9,1.2,0.2,2.1-4.3,0.476,1.4-2.8,0.484,0.1-0.2,0.556,4.8
366,C. Villanueva,61,10.9,5.2,2.5,0.4,0.3,0.2,0.5,1.2,2.1,0.4,2.0-5.4,0.381,0.8-2.8,0.272,0.4-0.4,0.917,4.8
367,J. Holiday,53,14.6,4.5,1.7,1.1,0.6,0.4,0.7,1.2,1.5,0.2,1.7-4.3,0.386,0.7-2.0,0.343,0.5-0.7,0.73,4.7
368,R. Sacre,25,12.8,3.5,2.9,0.6,0.2,0.4,0.5,1.7,1.6,1.3,1.2-3.0,0.413,0.0-0.0,-,1.0-1.5,0.658,4.7
369,M. Muscala,59,9.6,3.3,2,0.6,0.2,0.5,0.5,1.2,1.3,0.6,1.3-2.6,0.5,0.2-0.7,0.308,0.5-0.7,0.795,4.7
370,R. Bullock,37,11.6,3.3,1.8,0.7,0.3,0.1,0.2,0.8,1.5,0.4,1.2-2.6,0.439,0.6-1.4,0.415,0.4-0.4,0.933,4.5
371,N. Collison,59,11.9,2.1,2.9,0.9,0.3,0.3,0.8,1.8,1.7,1.2,0.8-1.8,0.459,0.0-0.0,-,0.4-0.6,0.697,4.4
372,M. Harrell,39,9.7,3.6,1.7,0.4,0.3,0.3,0.4,1.2,1,0.6,1.5-2.3,0.644,0.0-0.0,-,0.6-1.2,0.522,4.4
373,T. Prince,77,19,2.9,1.9,0.9,0.5,0.2,0.4,0.8,1.5,0.4,1.3-3.0,0.445,0.1-0.3,0.174,0.2-0.2,0.684,4.3
374,C. Wood,17,8.5,3.6,2.2,0.2,0.3,0.4,0.1,0.6,1.5,0.8,1.3-3.1,0.415,0.2-0.6,0.364,0.8-1.2,0.619,4.3
375,A. Varejao,53,9.4,2.6,2.7,0.7,0.3,0.2,0.4,1.3,2,0.7,1.0-2.3,0.427,0.0-0.0,-,0.6-0.9,0.64,4.3
376,L. Mbah A Moute,74,17.2,3.1,2.3,0.4,0.6,0.3,0.5,1.4,1.5,0.8,1.3-2.8,0.454,0.2-0.5,0.325,0.4-0.8,0.526,4.3
377,D. Wright,27,8.5,3.8,1.4,1.1,0.3,0.1,0.6,0.3,1.1,0.3,1.3-3.0,0.444,0.2-0.5,0.385,1.0-1.3,0.743,4.1
378,A. Brown,29,20.6,4,2.4,0.7,0.5,0.2,0.5,1.2,2.1,0.3,1.3-4.3,0.31,0.7-2.4,0.286,0.6-0.7,0.85,4.1
379,A. Stepheson,8,9,2.8,3.5,0.3,0.1,0.6,0,1.5,1.1,2.4,1.1-3.4,0.333,0.0-0.0,-,0.5-1.5,0.333,4
380,D. Dukan,1,24.2,6,4,1,1,0,0,2,2,2,2.0-10.0,0.2,2.0-5.0,0.4,0.0-0.0,-,4
381,K. Hinrich,46,13.7,3,1.5,1.6,0.3,0,0.7,1.4,1.3,0.2,1.1-2.8,0.38,0.5-1.3,0.387,0.3-0.3,0.938,4
382,J. O'Bryant,66,13,3,2.7,0.5,0.3,0.1,0.5,1.5,1.7,1,1.3-3.2,0.411,0.0-0.0,1,0.4-0.6,0.675,4
383,C. Jefferson,6,8.3,3.7,2.7,0,0,0.2,0,1.3,1.7,1,1.5-3.7,0.409,0.0-0.2,-,0.7-1.0,0.667,4
384,A. Morrow,68,13.6,5.6,0.9,0.4,0.3,0.1,0.3,0.9,0.8,0.1,2.0-4.9,0.408,1.2-3.0,0.385,0.4-0.6,0.744,4
385,C. Butler,17,10.3,3.7,1.3,0.6,0.5,0.1,0.2,1.1,1,0.3,1.5-3.5,0.424,0.2-1.1,0.167,0.6-0.7,0.833,3.9
386,G. Robinson,45,11.3,3.8,1.5,0.6,0.4,0.2,0.4,0.5,1.2,0.3,1.4-3.4,0.43,0.3-0.8,0.378,0.6-0.9,0.692,3.9
387,K. Oubre,63,10.7,3.7,2.1,0.2,0.3,0.1,0.5,1.6,1.7,0.4,1.4-3.3,0.427,0.4-1.3,0.316,0.5-0.8,0.633,3.8
388,L. Nogueira,29,7.7,2.2,1.6,0.2,0.4,0.4,0.4,1,1,0.6,1.0-1.5,0.636,0.0-0.1,0.333,0.3-0.5,0.533,3.8
389,B. Roberts,51,9.2,4,0.8,1.1,0.2,0,0.5,0.7,0.7,0.1,1.5-3.2,0.448,0.3-0.8,0.357,0.8-0.9,0.894,3.8
390,A. Toupane,21,14.5,3.6,1.5,0.7,0.3,0.3,0.3,1.9,1.1,0.4,1.2-3.3,0.357,0.6-1.9,0.325,0.6-0.8,0.765,3.8
391,S. Dinwiddie,12,13.3,4.8,1.4,1.8,0.3,0,0.6,1.7,1.1,0.3,1.6-4.4,0.358,0.1-0.8,0.1,1.6-2.8,0.576,3.8
392,C. Johnson,70,12.2,2.9,1.9,0.6,0.5,0.3,0.6,1.4,1.5,0.4,1.0-2.8,0.371,0.4-1.4,0.273,0.5-0.6,0.81,3.8
393,K. Singler,68,14.4,3.4,2.1,0.4,0.4,0.1,0.5,1.8,1.3,0.7,1.3-3.3,0.389,0.4-1.4,0.309,0.4-0.6,0.659,3.7
394,J. McRae,22,8.9,4.5,0.9,1.1,0.1,0,0.7,0.8,0.7,0.2,1.5-3.5,0.436,0.5-1.0,0.455,1.0-1.3,0.75,3.7
395,J. Jenkins,43,11.2,4.1,1.3,0.8,0.2,0,0.6,0.5,1.1,0.2,1.7-3.7,0.444,0.4-1.2,0.314,0.5-0.6,0.833,3.7
396,D. Gooden,30,10.2,2.7,2.8,0.4,0.3,0.4,0.4,1.3,1.9,0.9,1.1-3.4,0.32,0.2-1.4,0.171,0.3-0.5,0.643,3.7
397,R. Butler,46,9.4,2.7,1.2,0.5,0.3,0.5,0.2,0.2,1.2,0.1,1.1-2.3,0.467,0.3-1.1,0.306,0.2-0.3,0.688,3.7
398,G. Smith,18,10.7,2.4,2.3,0.3,0.2,0.1,0.4,1.6,1.7,0.7,1.0-1.8,0.563,0.0-0.0,-,0.4-0.9,0.412,3.6
399,K. Marshall,30,13.3,3.7,0.9,2.4,0.5,0.1,1.4,1,0.9,0.1,1.4-3.9,0.364,0.5-1.6,0.327,0.3-0.4,0.692,3.6
400,I. Clark,66,8.8,3.6,1,1,0.3,0.2,0.7,0.9,0.8,0.2,1.3-3.1,0.441,0.5-1.3,0.357,0.4-0.5,0.824,3.6
401,J. Evans,30,8.4,2.4,1.8,0.1,0.2,0.3,0.2,0.6,1.4,0.4,0.9-1.6,0.542,0.1-0.5,0.25,0.5-0.7,0.714,3.6
402,N. Pekovic,12,13,4.5,1.8,0.9,0.1,0,0.8,1.8,1.2,0.6,1.6-4.2,0.38,0.0-0.0,-,1.3-1.7,0.8,3.6
403,J. Anderson,51,14.1,3.5,1.7,0.8,0.4,0.3,0.8,1.1,1.4,0.3,1.3-3.5,0.376,0.5-1.7,0.267,0.4-0.6,0.759,3.5
404,W. Tavares,11,6.3,2.3,1.9,0.3,0.1,0.5,0.5,0.7,1.3,0.6,1.0-1.7,0.579,0.0-0.0,-,0.3-0.7,0.375,3.5
405,J. Adams,2,7.3,3.5,1,1.5,1.5,0,1,1,1,0,1.0-3.0,0.333,0.0-0.5,-,1.5-2.5,0.6,3.5
406,R. McCallum,41,11.6,3.3,1.1,1.5,0.3,0.2,0.6,0.7,1,0.2,1.3-3.6,0.377,0.4-1.0,0.357,0.3-0.4,0.8,3.5
407,J. Jones,48,9.7,3.8,1,0.3,0.2,0.2,0.3,1,0.9,0.2,1.2-3.0,0.413,0.9-2.2,0.394,0.4-0.5,0.808,3.4
408,S. Napier,55,10.9,3.7,1,1.8,0.4,0,0.8,0.7,0.8,0.2,1.2-3.7,0.338,0.6-1.9,0.327,0.6-0.8,0.733,3.4
409,J. Young,41,9.4,3.8,1.2,1.6,0.4,0,0.8,0.7,1.1,0.1,1.5-4.1,0.365,0.2-1.1,0.217,0.5-0.6,0.8,3.4
410,S. Karasev,40,10,2.4,1.5,0.9,0.2,0.1,0.6,0.7,1.3,0.2,0.8-1.9,0.405,0.3-0.9,0.297,0.7-0.7,0.929,3.3
411,D. Hilliard,38,10.1,4,1.2,0.7,0.2,0,0.5,0.7,1.1,0.1,1.4-3.5,0.394,0.5-1.3,0.38,0.8-1.1,0.725,3.2
412,T. Hansbrough,44,7.8,2.4,2,0.2,0.3,0.2,0.3,1.3,1.1,0.9,0.7-1.6,0.451,0.0-0.1,0.667,0.9-1.5,0.585,3.2
413,J. McAdoo,41,6.4,2.9,1.4,0.4,0.2,0.2,0.4,1,0.7,0.7,1.1-2.0,0.536,0.0-0.0,0.5,0.6-1.2,0.531,3.2
414,J. Guttierez,12,5.3,1.8,0.6,1.4,0.3,0,0.5,0.3,0.6,0,0.5-0.9,0.545,0.0-0.2,-,0.8-0.9,0.909,3.1
415,A. Payne,52,9.3,2.5,2.2,0.6,0.3,0.2,0.7,1.5,1.8,0.4,1.0-2.8,0.366,0.2-0.6,0.281,0.3-0.5,0.654,3.1
416,C. Kaman,16,7,2.8,1.5,0.7,0.1,0.1,0.5,0.9,1.1,0.4,1.3-2.7,0.465,0.1-0.3,0.25,0.2-0.2,1,3.1
417,K. Looney,5,4.1,1.8,2,0,0,0,0.2,0.4,1.2,0.8,0.8-1.4,0.571,0.2-0.4,0.5,0.0-0.0,-,3
418,T. Antetokounmpo,2,3.1,3,0.5,0,0,0,0,1,0.5,0,1.5-2.0,0.75,0.0-0.5,-,0.0-0.0,-,3
419,L. Patterson,35,11.4,2.4,1.4,1.1,0.3,0.1,0.7,1.3,1.3,0.1,0.8-2.3,0.35,0.3-1.4,0.245,0.5-0.6,0.727,2.9
420,E. Millsap,20,8.6,1.8,1.8,1,0.4,0.2,0.5,1.7,1.5,0.3,0.6-2.0,0.282,0.1-0.6,0.083,0.7-0.9,0.722,2.9
421,M. Bonner,30,6.9,2.5,0.9,0.3,0.2,0,0.1,0.5,0.8,0.1,1.0-1.9,0.5,0.5-1.2,0.429,0.1-0.1,0.75,2.9
422,U. Haslem,37,7,1.6,2,0.4,0.1,0.1,0.1,0.7,1.8,0.3,0.6-1.6,0.377,0.0-0.2,0.111,0.3-0.4,0.75,2.9
423,R. Hollins,5,9.6,1.6,2.2,0,0,0.2,0.6,0.8,0.8,1.4,0.8-1.4,0.571,0.0-0.0,-,0.0-0.0,-,2.8
424,T. Wroten,8,18,8.4,2.6,2.5,0.4,0,3.6,1.4,2.4,0.3,2.8-8.1,0.338,0.4-2.1,0.176,2.5-4.6,0.541,2.8
425,K. Papanikoloaou,26,11.3,2.6,1.5,0.6,0.5,0.2,0.8,0.9,1.2,0.3,0.9-2.5,0.364,0.4-1.2,0.313,0.3-0.5,0.643,2.8
426,D. Blair,29,7.5,2.1,2,0.4,0.3,0.1,0.5,1.8,1.3,0.7,1.0-2.3,0.412,0.0-0.0,-,0.2-0.4,0.385,2.6
427,C. Wilcox,23,7.3,3,0.5,0.4,0.4,0.1,0.1,0.7,0.5,0,1.1-2.9,0.394,0.4-1.0,0.391,0.4-0.5,0.75,2.6
428,J. Huestis,5,11,2.8,2,0,0.2,0.4,0.6,0.6,1.6,0.4,1.0-2.4,0.417,0.8-1.2,0.667,0.0-0.8,-,2.6
429,J. Ayres,17,6.3,1.8,1.3,0.3,0,0.2,0.4,1.1,1.1,0.2,0.7-1.4,0.522,0.0-0.1,-,0.4-0.4,1,2.5
430,M. Miller,46,8.1,1.4,1.2,0.9,0.3,0.1,0.4,1.2,1,0.1,0.5-1.3,0.355,0.4-1.1,0.365,0.0-0.0,-,2.5
431,S. Weems,36,11.7,2.5,1.1,1.3,0.3,0,1,1.1,1,0.2,1.0-2.5,0.389,0.4-0.9,0.394,0.2-0.4,0.538,2.5
432,R. Hunter,36,8.7,2.7,1,0.4,0.4,0.1,0.3,0.8,1,0.1,1.0-2.7,0.367,0.5-1.8,0.302,0.2-0.2,0.857,2.5
433,D. Inglis,20,7.8,1.8,1.6,0.5,0.3,0.2,0.6,0.6,1.5,0.1,0.7-1.9,0.351,0.2-0.7,0.231,0.4-0.4,0.875,2.5
434,R. Vaughn,70,14.3,3.1,1.3,0.5,0.4,0.2,0.4,1,1.1,0.2,1.2-3.8,0.308,0.6-2.1,0.299,0.2-0.2,0.8,2.5
435,J. Anthony,19,5,0.9,1.1,0.1,0.1,0.6,0.1,0.8,0.7,0.4,0.3-0.5,0.6,0.0-0.0,-,0.3-0.4,0.75,2.4
436,K. McDaniels,37,6.4,2.4,1.1,0.3,0.2,0.2,0.5,0.8,0.7,0.4,0.8-1.9,0.403,0.2-0.7,0.28,0.6-0.8,0.8,2.4
437,O. Johnson,7,14.5,3.7,2.1,0.3,0.4,0.4,0.6,1.3,1.6,0.6,1.3-5.0,0.257,0.3-1.6,0.182,0.9-1.1,0.75,2.4
438,S. Whittington,7,5.8,1.6,1.7,0.4,0.1,0.1,0.7,1,1,0.7,0.7-1.6,0.455,0.0-0.3,-,0.1-0.3,0.5,2.3
439,C. Bairstow,18,5.7,1.9,1.6,0.3,0.1,0.2,0.2,1.1,1.3,0.2,0.7-2.2,0.325,0.1-0.3,0.2,0.4-0.4,0.875,2.3
440,L. Amundson,29,7,1.8,1.7,0.4,0.2,0.2,0.5,1.5,0.9,0.8,0.7-1.8,0.358,0.0-0.0,-,0.5-0.9,0.519,2.2
441,T. Rozier,39,8,1.8,1.6,0.9,0.2,0,0.5,0.6,1,0.6,0.7-2.7,0.274,0.2-0.7,0.222,0.2-0.3,0.8,2.1
442,A. Goudelock,8,6.2,2.8,0.3,0.5,0.8,0.3,0.9,0.5,0.1,0.1,1.1-2.5,0.45,0.1-1.1,0.111,0.4-0.5,0.75,2.1
443,N. Robinson,2,11.7,0,0,2,0.5,0,0,2.5,0,0,0.0-0.5,-,0.0-0.5,-,0.0-0.0,-,2
444,E. Moreland,8,5.9,1,1.4,0.1,0,0.5,0.4,0.5,1,0.4,0.4-0.8,0.5,0.0-0.0,-,0.3-0.5,0.5,2
445,J. Eddie,26,5.6,2.4,0.9,0.2,0.2,0,0,0.2,0.8,0.1,0.8-2.5,0.308,0.6-1.8,0.319,0.3-0.3,1,2
446,D. Marble,28,8.9,2.1,1.4,0.4,0.5,0,0.3,0.9,1.1,0.2,0.8-2.5,0.296,0.3-1.1,0.25,0.4-0.9,0.417,1.9
447,L. Brown,8,7.6,2.5,0.9,1.4,0.4,0.1,1.1,0.5,0.9,0,1.0-3.1,0.32,0.1-1.0,0.125,0.4-0.5,0.75,1.9
448,J. Cunningham,44,9.3,2.7,0.9,0.5,0.3,0,0.5,0.9,0.8,0.1,0.8-2.4,0.343,0.3-0.9,0.308,0.8-1.3,0.655,1.9
449,S. Novak,10,4.4,2.4,0.5,0,0,0,0.1,0.3,0.5,0,0.8-1.8,0.444,0.7-1.5,0.467,0.1-0.1,1,1.8
450,D. Rudez,33,8.4,2.3,0.6,0.3,0.1,0,0.4,1,0.5,0.2,0.8-1.9,0.403,0.5-1.5,0.34,0.2-0.2,1,1.8
451,C. Early,17,9,1.8,1.5,0.4,0.1,0.2,0.5,0.9,1.3,0.2,0.7-2.4,0.3,0.2-0.9,0.267,0.2-0.2,0.75,1.8
452,T. Pleiss,12,6.8,2,1.3,0.2,0.1,0.2,0.7,1.6,0.8,0.5,0.9-2.1,0.44,0.0-0.2,-,0.2-0.2,1,1.8
453,S. Weems,7,11.1,2.4,1.7,0.3,0,0,0.6,1,1.6,0.1,1.0-3.0,0.333,0.3-1.3,0.222,0.1-0.3,0.5,1.7
454,A. Bennett,19,4.4,1.5,1.2,0,0.3,0,0.2,0.4,0.9,0.3,0.4-1.4,0.308,0.2-0.7,0.214,0.5-0.5,0.9,1.7
455,E. Green,9,4.7,1.4,0.7,0.3,0.1,0,0,0.4,0.3,0.3,0.6-1.4,0.385,0.1-0.6,0.2,0.2-0.2,1,1.7
456,C. Alexander,8,4.5,1.3,0.8,0,0.1,0.3,0.1,0.1,0.5,0.3,0.6-1.3,0.5,0.0-0.0,-,0.0-0.0,-,1.6
457,J. Mickey,16,3.6,1.3,0.8,0.1,0,0.7,0.1,0.3,0.4,0.4,0.5-1.4,0.364,0.0-0.0,-,0.3-0.6,0.5,1.6
458,S. Kaun,25,3.8,0.9,1,0.1,0.2,0.2,0.3,0.4,0.6,0.5,0.4-0.7,0.529,0.0-0.0,-,0.2-0.4,0.455,1.6
459,R. Smith,15,4.4,1.5,0.6,0.7,0.3,0.1,0.5,0.3,0.5,0.1,0.5-1.5,0.318,0.1-0.3,0.2,0.5-0.9,0.615,1.5
460,N. Mohammed,5,3.9,1.6,0.8,0,0,0,0.6,0.8,0.6,0.2,0.6-1.0,0.6,0.0-0.0,-,0.4-0.4,1,1.4
461,E. Williams,5,9,1.6,0.8,0.8,0.2,0,0.2,0.4,0.6,0.2,0.4-2.0,0.2,0.2-0.8,0.25,0.6-0.8,0.75,1.4
462,J. Stokes,7,2.7,1,0.6,0.1,0.1,0,0,0.1,0.4,0.1,0.4-0.7,0.6,0.0-0.0,-,0.1-0.3,0.5,1.4
463,C. Clarke,3,1.9,2,0.3,0,0,0,0.3,0,0.3,0,0.7-1.3,0.5,0.7-0.7,1,0.0-0.0,-,1.3
464,M. McGary,20,3.6,1.3,0.9,0.2,0.1,0.1,0.4,0.5,0.7,0.2,0.6-1.2,0.478,0.0-0.2,-,0.2-0.5,0.4,1.3
465,J. Young,29,6.9,1,0.9,0.3,0.2,0,0.2,0.6,0.8,0.1,0.4-1.2,0.306,0.2-0.9,0.231,0.0-0.1,0.25,1.3
466,C. Copeland,24,6.5,2.1,0.4,0.5,0.1,0,0.3,0.7,0.4,0,0.7-2.1,0.333,0.4-1.5,0.278,0.3-0.3,0.857,1.3
467,B. Dawson,6,4.8,0.8,0.7,0,0,0.2,0,0.3,0.3,0.3,0.3-0.8,0.4,0.0-0.0,-,0.2-0.2,1,1.2
468,J. Harper,5,7,2.6,0.2,0,0.2,0,0.4,0.6,0.2,0,0.8-2.0,0.4,0.8-1.8,0.444,0.2-0.4,0.5,1.2
469,P. Connaughton,34,4.2,1.1,0.9,0.3,0.1,0,0.3,0.2,0.6,0.3,0.4-1.4,0.265,0.1-0.6,0.238,0.1-0.1,1,1
470,J. Harris,5,3,0.6,0.6,0.4,0,0,0.2,0.2,0.6,0,0.2-0.8,0.25,0.2-0.8,0.25,0.0-0.0,-,0.8
471,A. Harrison,21,4.4,0.9,0.7,0.1,0.3,0,0.2,0.5,0.5,0.2,0.2-0.9,0.263,0.1-0.5,0.3,0.2-0.6,0.417,0.8
472,S. Dekker,3,2.1,0,0.3,0,0.3,0,0,0,0.3,0,0.0-0.0,-,0.0-0.0,-,0.0-0.0,-,0.7
473,J. Fredette,6,2.9,1.5,0,0,0.2,0,0.3,0.3,0,0,0.3-0.8,0.4,0.2-0.3,0.5,0.7-0.8,0.8,0.7
474,J. O'Brien,2,3.1,0,0.5,0,0.5,0,0,0.5,0.5,0,0.0-0.5,-,0.0-0.0,-,0.0-0.0,-,0.5
475,B. Cotton,8,4.8,1,0,0.4,0.4,0,0.6,0.3,0,0,0.5-1.3,0.4,0.0-0.4,-,0.0-0.0,-,0.4
476,L. Montero,12,3.5,1.2,0.3,0.1,0,0,0.3,0.1,0.3,0,0.4-1.6,0.263,0.1-0.8,0.111,0.3-0.3,0.75,0
477,K. Appling,5,5.4,1.2,0.2,0.2,0.2,0,0.6,1,0.2,0,0.4-1.6,0.25,0.0-0.6,-,0.4-0.4,1,0
478,B. Caboclo,6,7.1,0.5,0.3,0.2,0.3,0.2,0.7,0.3,0.2,0.2,0.2-2.0,0.083,0.2-1.2,0.143,0.0-0.0,-,-1
